DATE,SOFR30DAYAVG
2023-10-26,5.32031
2023-10-27,5.32031
2023-10-30,5.31995
2023-10-31,5.31998
2023-11-01,5.3213099999999995
2023-11-02,5.3213099999999995
2023-11-03,5.3213099999999995
2023-11-06,5.32165
2023-11-07,5.32204
2023-11-08,5.3224
2023-11-09,5.32273
2023-11-10,5.3230699999999995
2023-11-13,5.32404
2023-11-14,5.324409999999999
2023-11-15,5.32474
2023-11-16,5.325069999999999
2023-11-17,5.32541
2023-11-20,5.32739
2023-11-21,5.32775
2023-11-22,5.32809
2023-11-23,.
2023-11-24,5.32873
2023-11-27,5.33004
2023-11-28,5.3304
2023-11-29,5.3307400000000005
2023-11-30,5.3307400000000005
2023-12-01,5.33007
2023-12-04,5.33674
2023-12-05,5.33844
2023-12-06,5.338769999999999
2023-12-07,5.338769999999999
2023-12-08,5.338769999999999
2023-12-11,5.3387400000000005
2023-12-12,5.338769999999999
2023-12-13,5.33844
2023-12-14,5.3381
2023-12-15,5.33777
2023-12-18,5.33774
2023-12-19,5.33777
2023-12-20,5.33743
2023-12-21,5.33743
2023-12-22,5.33743
2023-12-25,.
2023-12-26,5.33805
2023-12-27,5.33905
2023-12-28,5.3414
2023-12-29,5.344069999999999
2024-01-01,.
2024-01-02,5.34734
2024-01-03,5.34768
2024-01-04,5.34835
2024-01-05,5.3480099999999995
2024-01-08,5.34698
2024-01-09,5.34667
2024-01-10,5.3463400000000005
2024-01-11,5.346
2024-01-12,5.346
2024-01-15,.
2024-01-16,5.34526
2024-01-17,5.34526
2024-01-18,5.34526
2024-01-19,5.34526
2024-01-22,5.34492
2024-01-23,5.34464
2024-01-24,5.34433
2024-01-25,5.344
2024-01-26,5.34299
2024-01-29,5.33596
2024-01-30,5.33367
2024-01-31,5.33136
2024-02-01,5.32935
2024-02-02,5.32667
2024-02-05,5.32463
2024-02-06,5.32466
2024-02-07,5.32466
2024-02-08,5.32466
2024-02-09,5.32466
2024-02-12,5.32466
2024-02-13,5.32471
2024-02-14,5.32474
2024-02-15,5.3244
2024-02-16,5.32407
2024-02-19,.
2024-02-20,5.3223199999999995
2024-02-21,5.32198
2024-02-22,5.32165
2024-02-23,5.3213099999999995
2024-02-26,5.32062
2024-02-27,5.32031
2024-02-28,5.31998
2024-02-29,5.31998
2024-03-01,5.32031
2024-03-04,5.31928
2024-03-05,5.318969999999999
2024-03-06,5.31864
2024-03-07,5.31864
2024-03-08,5.31864
2024-03-11,5.31861
2024-03-12,5.31864
2024-03-13,5.31864
2024-03-14,5.31864
2024-03-15,5.31864
2024-03-18,5.31931
2024-03-19,5.3196900000000005
2024-03-20,5.32005
2024-03-21,5.32039
2024-03-22,5.32072
2024-03-25,5.32137
2024-03-26,5.32139
2024-03-27,5.3217300000000005
2024-03-28,5.3224
2024-03-29,.
2024-04-01,5.32597
2024-04-02,5.32734
2024-04-03,5.32834
2024-04-04,5.32868
2024-04-05,5.32901
2024-04-08,5.3299900000000004
2024-04-09,5.330019999999999
2024-04-10,5.330019999999999
2024-04-11,5.330019999999999
2024-04-12,5.330019999999999
2024-04-15,5.3299900000000004
2024-04-16,5.33035
2024-04-17,5.33035
2024-04-18,5.33035
2024-04-19,5.330019999999999
2024-04-22,5.3299900000000004
2024-04-23,5.330019999999999
2024-04-24,5.330019999999999
2024-04-25,5.330019999999999
2024-04-26,5.329680000000001
2024-04-29,5.32806
2024-04-30,5.32742
2024-05-01,5.32742
2024-05-02,5.32641
2024-05-03,5.32541
2024-05-06,5.324380000000001
2024-05-07,5.32407
2024-05-08,5.32374
2024-05-09,5.32374
2024-05-10,5.32374
2024-05-13,5.32371
2024-05-14,5.32374
2024-05-15,5.32374
2024-05-16,5.3234
2024-05-17,5.3234
2024-05-20,5.32371
2024-05-21,5.32374
2024-05-22,5.32374
2024-05-23,5.32374
2024-05-24,5.32374
2024-05-27,.
2024-05-28,5.324330000000001
2024-05-29,5.324330000000001
2024-05-30,5.32466
2024-05-31,5.324330000000001
2024-06-03,5.326980000000001
2024-06-04,5.32834
2024-06-05,5.32901
2024-06-06,5.329680000000001
2024-06-07,5.33035
2024-06-10,5.332330000000001
2024-06-11,5.33269
2024-06-12,5.33303
2024-06-13,5.33303
